,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,EPIC,RA,Dec,Data Availability,KepMag,HIP,TYC,UCAC,2MASS,SDSS,Object type,Kepflag,pmra,e_pmra,pmdec,e_pmdec,plx,e_plx,Bmag,e_Bmag,Vmag,e_Vmag,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Teff,logg,[Fe/H],Radius,mass,rho,Distance,E(B-V)
2690,2690,2690,2690,2690,2690,248423612,10 35 40.332,+00 29 12.98,1,14.054,,,453-050719,10354032+0029130,,STAR,gri,-51.5,3.5,-20.7,4.2,,,16.051,0.05,14.613,0.03,,,15.39,0.01,14.057,0.02,13.482,0.01,,,12.022,0.023,11.393,0.022,11.242,0.023,3960,4.859,-0.096,0.431,0.488,6.063,125.7,0.02
2691,2691,2691,2691,2691,2691,248423621,10 31 14.283,+00 29 14.31,1,17.783,,,,10311428+0029143,2141-301-5-0102-0267,EXTENDED,gri,3,3,-4,3,,,,,,,20.908,0.188,19.042,0.018,17.74,0.009,17.243,0.009,16.952,0.024,16.396,0.152,15.609,0.148,,,,,,,,,,
2692,2692,2692,2692,2692,2692,248423623,10 35 38.387,+00 29 14.42,1,16.212,,,,10353838+0029144,2141-301-5-0109-0131,EXTENDED,gri,-2,3,-5,3,,,,,,,19.201,0.051,17.196,0.006,16.257,0.004,15.79,0.004,15.455,0.008,15.048,0.075,14.343,0.068,14.064,0.093,,,,,,,,
2693,2693,2693,2693,2693,2693,248423629,10 35 28.512,+00 29 16.34,1,17.057,,,,10352851+0029163,2141-301-5-0109-0106,EXTENDED,gri,3,3,4,3,,,,,,,19.993,0.066,18.05,0.007,17.099,0.005,16.631,0.005,16.329,0.011,15.627,0.083,14.811,0.071,14.502,0.102,,,,,,,,
2694,2694,2694,2694,2694,2694,248423641,10 26 21.467,+00 29 17.65,1,17.601,,,,10262146+0029176,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,15.09,0.102,14.327,0.101,14.03,0.117,3999,4.856,-0.176,0.402,0.452,5.743,496.6,0.031
2695,2695,2695,2695,2695,2695,248423649,10 37 26.501,+00 29 19.74,1,17.146,,,,10372650+0029197,2141-301-5-0112-0130,EXTENDED,gri,-1,3,3,3,,,,,,,20.03,0.065,18.102,0.007,17.178,0.005,16.737,0.006,16.415,0.011,15.584,0.086,15.035,0.088,14.531,0.097,,,,,,,,
2696,2696,2696,2696,2696,2696,248423650,10 31 10.446,+00 29 19.98,1,17.388,,,,10311044+0029199,2141-301-5-0102-0108,EXTENDED,gri,-7,3,-4,3,,,,,,,20.015,0.094,18.345,0.011,17.466,0.008,16.978,0.008,16.628,0.019,16.256,0.149,15.678,0.162,15.044,0.18,,,,,,,,
2697,2697,2697,2697,2697,2697,248423655,10 43 23.107,+00 29 20.67,1,17.954,,,,10432310+0029206,2141-301-5-0122-0226,EXTENDED,gri,-2,3,0,3,,,,,,,20.958,0.12,19.007,0.012,17.963,0.008,17.503,0.008,17.162,0.018,16.156,0.116,15.478,0.126,14.961,0.154,,,,,,,,
2698,2698,2698,2698,2698,2698,248423689,10 26 21.222,+00 29 23.88,1,17.811,,,,10262122+0029238,,STAR,J,-16.8,9,25,9,,,,,,,,,,,,,,,,,16.292,0.209,,,15.09,0.209,,,,,,,,
2699,2699,2699,2699,2699,2699,248423699,10 37 00.314,+00 29 25.00,1,19.973,,,,,2141-301-5-0111-0112,STAR,gri,-3,4,3,4,,,,,,,20.158,0.051,20.007,0.018,19.961,0.023,19.802,0.032,19.41,0.077,,,,,,,,,,,,,,
2700,2700,2700,2700,2700,2700,248423711,10 48 47.578,+00 29 26.46,1,17.854,,,,10484757+0029264,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.332,0.133,16.067,0.198,,,,,,,,,,
2701,2701,2701,2701,2701,2701,248423725,10 30 37.762,+00 29 27.72,1,17.073,,,,10303776+0029277,2141-301-5-0101-0212,EXTENDED,gri,2,3,-11,3,,,,,,,19.766,0.094,18.115,0.011,17.146,0.007,16.627,0.007,16.249,0.018,16.246,0.167,15.599,0.2,14.743,0.154,,,,,,,,
2702,2702,2702,2702,2702,2702,248423733,10 37 06.200,+00 29 28.20,1,19.16,,,,,2141-301-5-0111-0191,EXTENDED,gri,-7,4,3,4,,,,,,,20.475,0.131,19.368,0.022,19.09,0.026,18.874,0.035,18.582,0.104,,,,,,,,,,,,,,
2703,2703,2703,2703,2703,2703,248423737,10 46 29.370,+00 29 28.67,1,17.715,,,,,2141-301-5-0127-0124,STAR,gri,-7,3,-4,3,,,,,,,19.148,0.024,17.9,0.006,17.654,0.006,17.58,0.007,17.542,0.017,,,,,,,,,,,,,,
2704,2704,2704,2704,2704,2704,248423746,10 29 10.901,+00 29 30.48,1,12.321,,,453-050540,10291091+0029306,,STAR,gri,-0.4,1.3,1.2,1.7,,,13.323,0.02,12.492,0.02,,,12.866,0.03,12.241,0.02,12.087,0.14,,,10.94,0.024,10.498,0.022,10.428,0.023,5199,2.448,-0.809,9.272,0.908,0.001,2105,0.033
2705,2705,2705,2705,2705,2705,248423756,10 30 32.285,+00 29 32.90,1,13.546,,,453-050582,10303228+0029327,,STAR,gri,-35.9,1.9,-3.5,2.3,,,15.07,0.08,13.939,0.06,,,14.538,0.06,13.46,0.03,13.12,0.1,,,11.69,0.027,11.087,0.025,10.934,0.021,4425,4.705,-0.092,0.596,0.672,3.044,172.1,0.026
2706,2706,2706,2706,2706,2706,248423821,10 38 23.984,+00 29 39.36,1,18.475,,,,,2141-301-5-0114-0200,EXTENDED,gri,14,3,9,3,,,,,,,21.331,0.191,19.526,0.019,18.445,0.012,18.025,0.013,17.692,0.03,,,,,,,,,,,,,,
2707,2707,2707,2707,2707,2707,248423833,10 40 05.851,+00 29 41.05,1,17.971,,,,,2141-301-5-0116-0189,EXTENDED,gri,4,3,7,3,,,,,,,19.813,0.06,18.735,0.012,18.042,0.01,17.644,0.011,17.485,0.03,,,,,,,,,,,,,,
2708,2708,2708,2708,2708,2708,248423839,10 41 19.052,+00 29 41.97,1,10.927,,254-265-1,453-050882,10411905+0029420,,STAR,gri,-23.8,1,15.1,1,,,11.415,0.071,10.887,0.068,,,11.14,0.02,10.856,0.05,10.788,0.05,,,10.044,0.026,9.848,0.023,9.776,0.021,6482,4.167,-0.061,1.536,1.306,0.351,325.2,0.03
2709,2709,2709,2709,2709,2709,248423845,10 47 34.877,+00 29 42.15,1,15.43,,,453-051036,10473488+0029418,,EXTENDED,J,-7.8,9.1,1.2,9.4,,,,,,,,,,,,,,,,,14.079,0.072,13.37,0.084,12.891,0.062,,,,,,,,
2710,2710,2710,2710,2710,2710,248423846,10 48 07.905,+00 29 42.19,1,18.407,,,,10480790+0029421,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.842,0.204,15.51,0.142,14.939,0.145,3736,4.978,-0.23,0.269,0.297,11.85,609.6,0.032
2711,2711,2711,2711,2711,2711,248423864,10 26 01.378,+00 29 45.47,1,14.738,,,453-050453,10260138+0029454,2141-301-5-0093-0027,STAR,gri,0,2.8,-9.2,3.2,,,15.727,0.01,14.978,0.02,,,15.333,0.02,14.745,0.01,14.483,0.13,,,13.529,0.031,13.175,0.026,13.002,0.029,5487,4.501,-0.207,0.866,0.888,1.328,768.9,0.033
2712,2712,2712,2712,2712,2712,248423894,10 26 08.325,+00 29 48.43,1,10.296,,246-961-1,453-050456,10260832+0029484,,STAR,gri,-14.7,1.1,-52,1.2,,,11.338,0.072,10.465,0.046,,,10.777,0.02,10.262,0.06,10.09,0.09,,,9.156,0.043,8.788,0.04,8.712,0.019,5688,4.359,-0.134,1.069,1.012,0.734,140.2,0.024
2713,2713,2713,2713,2713,2713,248423907,10 47 09.322,+00 29 50.65,1,18.666,,,,,2141-301-5-0128-0150,EXTENDED,gri,5,4,-1,4,,,,,,,20.25,0.06,19.12,0.012,18.695,0.011,18.471,0.014,18.351,0.041,,,,,,,,,,,,,,
2714,2714,2714,2714,2714,2714,248423911,10 38 38.586,+00 29 51.05,1,11.254,,253-1168-1,453-050809,10383860+0029514,,STAR,gri,-24.1,1.5,-12.4,1.5,,,12.562,0.318,11.14,0.107,,,12.001,0.02,11.216,0.02,10.934,0.03,,,9.788,0.024,9.334,0.022,9.19,0.021,4936,3.328,-0.27,3.62,1.111,0.021,489.1,0.034
2715,2715,2715,2715,2715,2715,248423918,10 38 06.218,+00 29 51.49,1,17.984,,,,10380621+0029514,2141-301-5-0113-0228,EXTENDED,gri,-5,3,-7,3,,,,,,,21.476,0.254,19.295,0.018,17.971,0.009,17.422,0.01,17.045,0.021,16.37,0.145,15.505,0.102,15.071,0.164,,,,,,,,
2716,2716,2716,2716,2716,2716,248423939,10 30 58.850,+00 29 55.84,1,16.914,,,,,2141-301-5-0101-0165,EXTENDED,gri,-1,3,10,3,,,,,,,18.101,0.031,17.135,0.007,16.841,0.007,16.65,0.01,16.575,0.032,,,,,,,,,,,,,,
2717,2717,2717,2717,2717,2717,248423956,10 27 53.948,+00 29 57.49,1,18.197,,,,,2141-301-5-0096-0118,EXTENDED,gri,3,3,-1,3,,,,,,,19.219,0.065,18.372,0.015,18.139,0.017,17.92,0.023,17.952,0.084,,,,,,,,,,,,,,
2718,2718,2718,2718,2718,2718,248423969,10 42 22.511,+00 29 58.61,1,17.666,,,,10422251+0029586,2141-301-5-0120-0137,EXTENDED,gri,5,3,-1,3,,,,,,,20.58,0.131,18.636,0.012,17.722,0.008,17.25,0.009,16.894,0.021,16.188,0.118,15.829,0.145,15.223,0.18,,,,,,,,
2719,2719,2719,2719,2719,2719,248423978,10 43 35.271,+00 30 00.64,1,11.003,,254-1123-1,453-050943,10433527+0030006,,STAR,gri,-46.5,1.3,-11,1.3,,,11.481,0.08,11.029,0.083,,,11.292,0.02,10.963,0.03,10.879,0.04,,,10.166,0.023,9.979,0.022,9.892,0.027,6347,4.227,-0.123,1.384,1.191,0.452,299.6,0.029
2720,2720,2720,2720,2720,2720,248424003,10 29 51.577,+00 30 02.85,1,17.51,,,,,2141-301-5-0099-0313,EXTENDED,gri,-1,3,8,3,,,,,,,20.164,0.146,18.475,0.016,17.654,0.012,17.097,0.012,16.754,0.03,,,,,,,,,,,,,,
2721,2721,2721,2721,2721,2721,248424013,10 27 41.377,+00 30 04.09,1,10.603,,246-617-1,453-050492,10274137+0030041,,STAR,gri,-10.6,1.2,-26.9,1.2,,,11.253,0.079,10.597,0.061,,,11.018,0.02,10.572,0.03,10.425,0.05,,,9.536,0.024,9.23,0.026,9.132,0.021,5945,4.096,-0.064,1.514,1.1,0.285,237,0.029
2722,2722,2722,2722,2722,2722,248424037,10 46 10.740,+00 30 08.00,1,17.464,,,,10461074+0030080,,STAR,J,14,9,6,1,,,,,,,,,,,,,,,,,15.971,0.105,15.007,0.086,14.638,0.113,4016,4.845,-0.205,0.412,0.456,6.023,711.9,0.033
2723,2723,2723,2723,2723,2723,248424040,10 27 44.992,+00 30 09.11,1,18.261,,,,,2141-301-5-0096-0236,EXTENDED,gri,5,3,-3,3,,,,,,,20.097,0.086,18.847,0.014,18.351,0.013,18.01,0.016,17.827,0.046,,,,,,,,,,,,,,
2724,2724,2724,2724,2724,2724,248424063,10 29 16.278,+00 30 12.62,1,16.471,,,,10291627+0030126,2141-301-5-0098-0196,STAR,gri,24,3,-66,3,,,,,,,21.268,0.11,18.516,0.008,17.099,0.005,15.594,0.004,14.767,0.004,13.306,0.029,12.717,0.022,12.367,0.023,3512,5.026,0.057,0.247,0.243,15.1,114.3,0.021
2725,2725,2725,2725,2725,2725,248424087,10 26 14.097,+00 30 15.30,1,16.924,,,,10261409+0030152,2141-301-5-0093-0210,EXTENDED,gri,-2,3,-4,3,,,,,,,19.455,0.066,17.904,0.009,16.977,0.006,16.504,0.006,16.149,0.014,15.916,0.094,15.126,0.099,14.432,0.079,,,,,,,,
2726,2726,2726,2726,2726,2726,248424105,10 47 31.285,+00 30 17.55,1,12.498,,,453-051033,10473128+0030175,,STAR,gri,-6.2,2.3,7.7,1.9,,,13.741,0.043,12.75,0.02,,,13.219,0.01,12.462,0.01,12.19,0.04,,,11.107,0.026,10.62,0.026,10.488,0.019,4916,3.004,-0.459,4.929,0.984,0.006,1241,0.03
2727,2727,2727,2727,2727,2727,248424171,10 32 00.550,+00 30 27.50,1,14.007,,,453-050614,10320055+0030274,,STAR,gri,-3.6,2,4,2.3,,,15.238,0.09,14.294,0.03,,,14.75,0.03,13.988,0.06,13.688,0.1,,,12.552,0.023,12.075,0.023,11.97,0.021,4976,3.254,-0.413,3.311,0.932,0.016,1432,0.029
2728,2728,2728,2728,2728,2728,248424181,10 29 08.235,+00 30 29.30,1,17.849,,,,10290823+0030293,,STAR,J,16,5,-2,7,,,,,,,,,,,,,,,,,16.327,0.113,15.695,0.131,15.172,0.192,3811,4.953,-0.228,0.327,0.358,9.148,626.5,0.032
2729,2729,2729,2729,2729,2729,248424189,10 32 25.614,+00 30 30.68,1,13.618,,,453-050627,10322563+0030307,,STAR,gri,-2.2,1.8,-6,2.2,,,14.779,0.06,13.873,0.02,,,14.315,0.04,13.581,0.05,13.32,0.06,,,12.268,0.024,11.84,0.023,11.742,0.021,5131,3.659,-0.383,2.387,0.908,0.043,1025,0.033
2730,2730,2730,2730,2730,2730,248424191,10 37 37.837,+00 30 30.84,1,17.707,,,,10373783+0030308,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.196,0.143,15.474,0.175,15.193,0.173,3877,4.919,-0.26,0.327,0.38,7.759,631.1,0.033
2731,2731,2731,2731,2731,2731,248424214,10 27 42.306,+00 30 33.74,1,18.353,,,,10274230+0030337,2141-301-5-0096-0011,EXTENDED,gri,1,3,2,3,,,,,,,22.033,0.356,19.852,0.025,18.295,0.011,17.71,0.01,17.303,0.023,16.252,0.108,15.512,0.118,14.801,0.13,,,,,,,,
2732,2732,2732,2732,2732,2732,248424228,10 40 47.697,+00 30 36.39,1,9.264,52267,254-314-1,453-050866,10404769+0030362,,STAR,gri,11.1,1.18,1.19,0.86,6.01,1.21,9.5,0.023,9.114,0.019,,,10.01,0.03,9.51,0.01,8.944,0.02,,,8.34,0.027,8.257,0.059,8.128,0.021,5903,3.978,0.114,1.844,1.267,0.179,166.4,0.024
2733,2733,2733,2733,2733,2733,248424247,10 40 55.917,+00 30 41.55,1,10.471,,254-403-1,453-050873,10405591+0030415,,STAR,gri,-6.7,1,2.5,1,,,10.781,0.049,10.409,0.049,,,10.539,0.04,10.449,0.01,10.472,0.04,,,9.93,0.024,9.846,0.025,9.787,0.023,7379,4.029,0.025,2.034,1.687,0.196,460.6,0.032
2734,2734,2734,2734,2734,2734,248424270,10 29 31.756,+00 30 46.16,1,16.142,,,453-050554,10293175+0030470,,EXTENDED,J,-1.5,4.8,-20.5,4.7,,,,,,,,,,,,,,,,,14.742,0.069,13.937,0.086,13.511,0.081,,,,,,,,
2735,2735,2735,2735,2735,2735,248424273,10 39 38.463,+00 30 46.60,1,16.651,,,,10393846+0030465,2141-301-5-0116-0101,EXTENDED,gri,-5,3,-10,3,,,,,,,19.658,0.084,17.709,0.008,16.666,0.005,16.198,0.006,15.851,0.013,15.74,0.099,15.194,0.125,14.54,0.114,,,,,,,,
2736,2736,2736,2736,2736,2736,248424279,10 46 12.811,+00 30 47.35,1,16.902,,,,10461281+0030473,2141-301-5-0127-0079,EXTENDED,gri,7,3,-2,3,,,,,,,20.069,0.08,17.934,0.007,16.919,0.005,16.46,0.005,16.075,0.01,15.459,0.09,14.952,0.087,14.383,0.086,,,,,,,,
2737,2737,2737,2737,2737,2737,248424293,10 40 08.667,+00 30 49.70,1,18.137,,,,,2141-301-5-0117-0080,EXTENDED,gri,-6,4,-5,4,,,,,,,20.277,0.096,18.915,0.014,18.208,0.011,17.804,0.013,17.516,0.034,,,,,,,,,,,,,,
2738,2738,2738,2738,2738,2738,248424298,10 27 43.646,+00 30 50.44,1,17.999,,,,10274364+0030504,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.464,0.149,15.653,0.148,,,,,,,,,,
2739,2739,2739,2739,2739,2739,248424307,10 27 20.715,+00 30 52.10,1,10.878,,246-1144-1,453-050488,10272070+0030520,,STAR,gri,5.2,1.3,-31.4,1.3,,,11.572,0.081,10.897,0.072,,,11.225,0.03,10.856,0.03,10.73,0.06,,,9.889,0.027,9.587,0.027,9.507,0.021,6088,4.163,-0.195,1.392,1.079,0.38,252.5,0.029
2740,2740,2740,2740,2740,2740,248424309,10 37 38.911,+00 30 52.37,1,11.715,,253-808-1,453-050775,10373891+0030523,,STAR,gri,-3.3,1.6,-26.5,1.6,,,12.491,0.26,11.543,0.139,,,12.114,0.03,11.713,0.02,11.544,0.02,,,10.682,0.022,10.414,0.022,10.358,0.021,6020,4.202,-0.23,1.268,1.038,0.431,332.2,0.034
2741,2741,2741,2741,2741,2741,248424313,10 30 00.701,+00 30 52.79,1,12.748,,,453-050572,10300070+0030527,,STAR,gri,-7.4,1.2,-33.1,1.6,,,13.678,0.03,12.908,0.03,,,13.229,0.03,12.648,0.02,12.543,0.07,,,11.526,0.028,11.189,0.026,11.105,0.023,5548,4.496,-0.059,0.892,0.935,1.249,314.2,0.031
2742,2742,2742,2742,2742,2742,248424319,10 36 25.671,+00 30 53.28,1,16.041,,,453-050746,10362565+0030532,2141-301-5-0110-0177,STAR,JHK,-44,9.5,48.8,10.1,,,,,,,,,,,,,,,,,13.721,0.027,13.067,0.034,12.841,0.03,3854,4.93,-0.144,0.347,0.367,8.116,199.5,0.028
2743,2743,2743,2743,2743,2743,248424326,10 36 45.784,+00 30 54.10,1,18.483,,,,10364578+0030541,2141-301-5-0111-0073,STAR,gri,55,3,-64,3,,,,,,,21.653,0.168,19.663,0.015,18.47,0.008,17.977,0.009,17.7,0.019,16.509,0.141,,,15.251,0.176,,,,,,,,
2744,2744,2744,2744,2744,2744,248424368,10 31 56.431,+00 31 00.74,1,12.87,,,453-050611,10315643+0031006,,STAR,gri,-28,1.8,17.6,2.2,,,14.727,0.07,13.406,0.03,,,14.137,0.04,12.86,0.03,12.326,0.06,,,10.837,0.023,10.234,0.024,10.04,0.021,3993,4.879,-0.146,0.4,0.445,6.473,67.85,0.011
2745,2745,2745,2745,2745,2745,248424380,10 28 38.266,+00 31 02.51,1,17.757,,,,10283826+0031025,,STAR,JHK,6,1,-2,1,,,,,,,,,,,,,,,,,16.003,0.086,15.586,0.117,15.297,0.173,4913,4.598,-0.558,0.622,0.679,2.343,1499,0.033
2746,2746,2746,2746,2746,2746,248424395,10 43 31.466,+00 31 05.68,1,14.516,,,453-050942,10433147+0031055,,STAR,gri,5.2,4.3,22,3.9,,,16.447,0.13,15.028,0.02,,,15.812,0.05,14.437,0.03,13.961,0.08,,,12.513,0.023,11.859,0.023,11.688,0.024,4022,4.846,-0.083,0.436,0.495,5.737,157.3,0.026
2747,2747,2747,2747,2747,2747,248424400,10 41 29.318,+00 31 07.13,1,17.878,,,,10412931+0031071,2141-301-5-0119-0162,EXTENDED,gri,2,3,1,3,,,,,,,20.782,0.118,18.999,0.013,17.926,0.008,17.398,0.008,17.014,0.018,16.203,0.119,15.393,0.143,14.77,0.115,,,,,,,,
2748,2748,2748,2748,2748,2748,248424444,10 46 50.349,+00 31 12.64,1,18.144,,,,10465034+0031126,2141-301-5-0128-0091,EXTENDED,gri,2,3,2,3,,,,,,,20.66,0.09,19.031,0.012,18.177,0.008,17.764,0.009,17.466,0.021,16.301,0.139,15.783,0.169,15.136,0.177,,,,,,,,
2749,2749,2749,2749,2749,2749,248424448,10 35 25.370,+00 31 12.86,1,18.481,,,,10352537+0031128,2141-301-5-0109-0183,STAR,gri,-43,4,-46,4,,,,,,,24.289,1.019,20.838,0.034,19.223,0.013,17.471,0.007,16.501,0.009,14.864,0.036,14.273,0.057,14.062,0.066,3234,5.171,-0.194,0.16,0.14,33.88,124,0.022
2750,2750,2750,2750,2750,2750,248424478,10 49 33.639,+00 31 17.23,1,17.975,,,,,6793-301-5-0012-0226,EXTENDED,gri,-4,3,-1,3,,,,,,,19.66,0.094,18.513,0.015,18.013,0.014,17.744,0.017,17.599,0.051,,,,,,,,,,,,,,
2751,2751,2751,2751,2751,2751,248424483,10 48 30.828,+00 31 17.86,1,13.154,,,453-051060,10483083+0031180,,STAR,gri,-46.2,2.4,2.6,2.5,,,14.42,0.03,13.451,0.02,,,13.933,0.01,13.082,0.04,12.82,0.03,,,11.8,0.029,11.306,0.035,11.24,0.029,4878,4.614,-0.118,0.715,0.766,2.097,238.4,0.026
2752,2752,2752,2752,2752,2752,248424502,10 38 14.594,+00 31 20.85,1,17.767,,,,10381459+0031208,2141-301-5-0113-0198,EXTENDED,gri,4,3,0,3,,,,,,,20.969,0.143,18.97,0.013,17.73,0.007,17.252,0.008,16.926,0.017,16.028,0.091,15.431,0.096,15.074,0.181,,,,,,,,
2753,2753,2753,2753,2753,2753,248424507,10 47 01.846,+00 31 21.13,1,16.35,,,453-051018,10470182+0031213,2141-301-5-0128-0130,STAR,JHK,-2.8,5.2,-21,4.9,,,,,,,,,,,,,,,,,14.741,0.035,14.077,0.026,14.088,0.078,4248,4.762,-0.19,0.518,0.571,3.998,565.4,0.033
2754,2754,2754,2754,2754,2754,248424526,10 29 57.898,+00 31 23.56,1,18.042,,,,10295789+0031235,1473-301-5-0096-0230,EXTENDED,gri,1,4,1,4,,,,,,,22.462,0.523,19.493,0.021,18.064,0.01,17.42,0.009,17.012,0.02,16.257,0.113,15.365,0.1,14.833,0.131,,,,,,,,
2755,2755,2755,2755,2755,2755,248424528,10 43 21.719,+00 31 23.66,1,17.24,,,,10432171+0031236,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.762,0.115,15.236,0.144,14.5,0.113,3610,5.01,-0.125,0.256,0.251,13.21,355.8,0.032
2756,2756,2756,2756,2756,2756,248424531,10 28 15.207,+00 31 23.89,1,17.796,,,,10281520+0031238,1473-301-5-0093-0213,EXTENDED,gri,3,3,3,3,,,,,,,20.447,0.095,18.785,0.013,17.83,0.008,17.372,0.009,17.027,0.02,16.029,0.107,15.818,0.132,15.009,0.169,,,,,,,,
2757,2757,2757,2757,2757,2757,248424554,10 37 55.120,+00 31 26.87,1,14.017,,,453-050783,10375512+0031269,,STAR,gri,-114,2,58,1,,,15.956,0.03,14.59,0.04,,,15.332,0.02,14.028,0.01,13.453,0.01,,,11.988,0.023,11.325,0.021,11.19,0.024,3986,4.836,-0.028,0.447,0.502,5.535,149.7,0.024
2758,2758,2758,2758,2758,2758,248424562,10 45 53.044,+00 31 28.15,1,18.593,,,,10455304+0031281,,STAR,JHK,,,,,,,,,,,,,,,,,,,,,16.269,0.119,15.912,0.194,15.388,0.212,3846,4.918,-0.335,0.343,0.343,7.912,693.9,0.033
2759,2759,2759,2759,2759,2759,248424563,10 37 57.005,+00 31 28.21,1,14.459,,,453-050784,10375700+0031282,,STAR,gri,-0.2,3.5,-6.7,4.2,,,14.4,0.02,14.421,0.02,,,14.252,0.02,14.528,0.02,14.777,0.03,,,14.497,0.039,14.554,0.055,14.374,0.092,8028,3.221,-2.257,3.612,0.806,0.017,6544,0.031
2760,2760,2760,2760,2760,2760,248424564,10 28 31.347,+00 31 28.34,1,8.813,51285,246-1129-1,453-050513,10283135+0031282,,STAR,gri,-25.43,0.97,-60.12,0.8,15.59,1.1,9.441,0.025,8.729,0.017,,,9.645,0.36,8.956,0.46,8.457,0.03,,,7.558,0.019,7.218,0.046,7.162,0.046,5875,4.407,-0.034,1.041,1.032,0.879,64.14,0.013
2761,2761,2761,2761,2761,2761,248424567,10 26 11.672,+00 31 29.05,1,14.633,,,453-050461,10261167+0031291,,STAR,JHK,-52.9,2.9,-1.4,3.3,,,,,,,,,,,,,,,,,12.67,0.027,12.073,0.023,11.898,0.026,3866,4.9,-0.111,0.37,0.4,7.903,131.7,0.023
2762,2762,2762,2762,2762,2762,248424576,10 43 47.252,+00 31 29.87,1,15.129,,,,10434725+0031298,2141-301-5-0123-0117,EXTENDED,gri,6,3,3,3,,,,,,,17.538,0.041,15.996,0.005,15.136,0.004,14.758,0.005,14.452,0.011,15.991,0.148,15.325,0.155,14.665,0.151,,,,,,,,
2763,2763,2763,2763,2763,2763,248424606,10 40 27.135,+00 31 34.59,1,12.642,,,453-050859,10402713+0031345,,STAR,gri,6.5,1.7,-5.1,2.3,,,13.431,0.02,12.787,0.02,,,13.025,0.03,12.614,0.04,12.478,0.05,,,11.541,0.024,11.237,0.022,11.151,0.021,6011,4.191,-0.186,1.308,1.062,0.392,508.8,0.035
2764,2764,2764,2764,2764,2764,248424610,10 40 01.676,+00 31 35.46,1,17.514,,,,10400167+0031354,2141-301-5-0116-0180,EXTENDED,gri,8,3,-6,3,,,,,,,20.23,0.098,18.512,0.011,17.58,0.008,17.086,0.008,16.762,0.019,16.355,0.141,15.431,0.115,,,,,,,,,,
2765,2765,2765,2765,2765,2765,248424615,10 38 02.234,+00 31 36.16,1,18.389,,,,,2141-301-5-0113-0162,EXTENDED,gri,1,3,1,3,,,,,,,19.903,0.061,18.722,0.011,18.381,0.011,18.246,0.016,18.149,0.048,,,,,,,,,,,,,,
2766,2766,2766,2766,2766,2766,248424621,10 43 28.718,+00 31 36.98,1,17.499,,,,10432871+0031369,,STAR,J,,,,,,,,,,,,,,,,,,,,,16.003,0.094,15.388,0.111,14.987,0.139,3793,4.949,-0.21,0.304,0.324,9.437,498,0.032
2767,2767,2767,2767,2767,2767,248424630,10 26 23.535,+00 31 37.95,1,17.395,,,,10262353+0031379,,STAR,J,,,,,,,,,,,,,,,,,,,,,15.906,0.115,15.206,0.117,14.777,0.12,3769,4.949,-0.21,0.308,0.327,9.646,487.1,0.032
2768,2768,2768,2768,2768,2768,248424632,10 43 04.210,+00 31 38.21,1,10.944,,254-296-1,453-050921,10430420+0031384,,STAR,gri,-64.2,1.4,-32.6,1.4,,,11.834,0.119,11.13,0.09,,,11.422,0.02,10.909,0.03,10.739,0.05,,,9.883,0.024,9.517,0.023,9.451,0.019,5643,4.476,-0.191,0.907,0.911,1.202,153.9,0.025
2769,2769,2769,2769,2769,2769,248424642,10 25 39.878,+00 31 39.71,1,17.772,,,,,1473-301-5-0089-0156,EXTENDED,gri,-1,3,-1,3,,,,,,,19.328,0.044,18.263,0.01,17.891,0.01,17.562,0.011,17.437,0.033,,,,,,,,,,,,,,
2770,2770,2770,2770,2770,2770,248424653,10 46 40.464,+00 31 40.73,1,12.495,,,453-051009,10464046+0031406,,STAR,gri,13.5,1.6,-16.9,1.9,,,13.4,0.03,12.654,0.01,,,12.982,0.01,12.449,0.02,12.286,0.01,,,11.416,0.026,11.103,0.022,11.002,0.022,5707,4.404,-0.056,1.032,1.013,0.911,365.1,0.038
2771,2771,2771,2771,2771,2771,248424655,10 43 28.253,+00 31 40.79,1,17.335,,,,10432825+0031407,2141-301-5-0122-0248,EXTENDED,gri,0,3,2,3,,,,,,,20.462,0.099,18.399,0.009,17.326,0.006,16.879,0.006,16.506,0.013,15.822,0.087,15.125,0.116,14.501,0.119,,,,,,,,
2772,2772,2772,2772,2772,2772,248424656,10 37 38.220,+00 31 40.90,1,12.529,,,453-050773,10373823+0031409,,STAR,gri,-0.2,2.3,-3.8,3.2,,,13.759,0.02,12.802,0.04,,,13.244,0.02,12.508,0.03,12.222,0.02,,,11.085,0.021,10.645,0.022,10.561,0.023,5015,3.082,-0.504,4.482,0.959,0.009,1161,0.032
